Anime_ID|Synopsis
12322|"Separate stories from the main story-flow on the series, this pieces are meant to be a funny side of the guild or set in different ""universes"" at all. The first OVA has Lucy working on the girl's dorm as the Cat princess which give us a look at the daily life on a normal day on the dorm while Lucy has to find a precious item on it. The second one shows the guild as a normal academy and Erza's love story which ends up in a mess since she is strong as always and really bad when it comes to love. The third installment has Erza, Natsu, Grey and Lucy accidentally travelling to the past to when they where children."
9008|"This is the true story of Anne Frank, a Jewish girl living in Amsterdam during WW2. Anne's father realizes on time the danger the Jews face and hides his family (his wife Edith and his two daughters Margo (16) and Anne (13), along with four more people, in ""the house behind"". For two years the 8 people live in darkness and whispers, in fear of being discovered and sent to the German crematories. During that time young Anne writes a diary, describing her daily life in the cellar, her complicated relationship with her mother and the story of her first love - Peter, the young boy in the hiding place. Anne writes down her wishes to run out free and breath the air and flowers, her dreams to be free at last. But humanity is often a cruel mistress..."
15129|Soon after their live concert with all 13 members, 765 Pro's all-star idols are given great news: They will be performing a concert at an arena, and will have back-up dancers sent from the idol training school to support them. In the midst of this, the always cheerful Haruka Amami is voted as leader of the idols. Everything was looking up for 765 Pro, until bad news begins to strike. In the face of new barriers, Haruka wavers on her position as leader. However, she must stand up, and gather all the idols together once again for the greatest concert they've ever performed.
7800|Several people are spending their evening in a cafe. Two gossipping girls, two debating men, a bookworm and a boy, who just broke up with his girlfriend. The cafe's waitress starts a chat with him, persuading him to take a look at certain easel, while other customers begin to notice unusual things.
10111|The capital of the empire of Euria is attacked by the empire of Titania, a much more powerful enemy that controls a large part of the galaxy. The story follows a soldier who flees the Titania empire and seeks refuge with the rebellion force, that rose up since the battle.
1142|Set during the Inter High Championships, Shohoku take on Tsukubu, one of this year's dark horses. It's a clash of acquaintances as Anzai will face his former student which is now the coach of Tsukubu, while Akagi & Kogure meet Godai their former classmate and Tsukubu's captain. Finally Sakuragi is irked by the presence of Nango, Tsukubu's center, who vies for Haruko's attention
5027|"In the main story, the series ""Hokutou no Ken"", Yuria is fiance of Kenshirou, who is kidnapped by Shin. The story of this movie is about unmentioned details of the Yuria side story."
7455|
1430|Tokio, a student who couldn't take his university entrance exams due to a cold, finds a weakened kitten on the street and takes her home. Tokio's mother is allergic to cats, but seeing how her son is invigorated by the feline, she can't help but permit him to keep the pet. Simply called Chibi Neko by her new owner, the kitten is fascinated by the world around her.
13001|Shu's entire world was shattered after a meteorite crashed into Japan, unleashing the lethal Apocalypse Virus. The chaos and anarchy born of the outbreak cost Shu his family and reduced him to a timid, fearful shell of the boy he'd once been. His life took another unexpected turn after a chance encounter with the stunning pop star, Inori. This mysterious beauty introduced Shu to the King's Right Hand: a genetic mutation that allows him to reach into hearts of mortals and turn them into weapons.Shu finds himself caught in the crossfire between those who desperately seek his newfound strength. On one side lurks a clandestine government agency, and on the other, Inori and the spirited band of rebels known as Funeral Parlour. The choice is Shu's to make - and the world is his to change.
11368|"High school student Taro Sado comes to realize that he is an extreme masochist and attempts to conceal this from his crush. To fix his problem, he enrolls in his school's ""2nd Volunteer Club"", where Mio Isurugi and the other members attempt to cure him through various ""training"" regimens."
9047|Alternate-telling of how Straw Hat Crew got Tony Tony Chopper to join their crew. This time around the crew already has Franky, Nico Robin, and the Thousand Sunny.
